fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
48.2117,17.2202,3.0063,0.2316,0.1217,7.9032,-22.4167,-11.2358,4.4309,205.195,g
23.2176,10.6981,2.2945,0.6548,0.3579,17.9424,18.2835,7.7301,13.098,194.157,g
22.7928,12.7685,2.3253,0.4775,0.2388,1.5677,-11.1945,3.0901,8.78,105.52,g
41.7826,19.7467,3.1945,0.3355,0.169,29.1888,25.7764,6.237,1.328,187.952,g
30.2838,7.9487,2.281,0.5183,0.2592,37.9863,15.1299,-5.592,9.0681,155.164,g
55.7731,17.4901,2.6781,0.2497,0.1291,-81.1278,34.8251,12.2306,10.4898,187.696,g
59.0802,25.7911,2.9457,0.2538,0.1422,-38.3612,50.5402,-17.1036,1.0501,290.778,g
29.805,12.3865,2.4579,0.4146,0.2317,-3.3275,22.1946,6.8552,41.3475,194.711,g
24.089,8.8371,2.301,0.635,0.3975,26.9748,9.164,-9.5814,41.9756,229.267,g
19.1139,10.1348,2.3522,0.5422,0.2867,-25.1733,-6.977,3.5544,40.884,69.6987,g
34.8445,21.5673,2.711,0.2879,0.1527,15.901,12.8881,-19.5261,5.8769,117.459,g
41.8803,22.1277,3.3672,0.3164,0.1801,44.7981,29.4729,19.5997,2.2801,200.619,g
67.0577,35.8086,3.0506,0.2118,0.1073,-103.564,31.277,-22.8671,7.3095,283.958,g
42.5871,21.5638,3.0235,0.3439,0.2108,36.865,37.6912,16.828,18.593,167.469,g
29.1046,14.2871,2.4864,0.3687,0.2104,42.3025,-15.1837,7.4776,0.0578,224.784,g
16.9503,10.5943,2.3385,0.6697,0.4151,2.5271,-6.1621,8.1174,69.1045,200.555,g
102.855,37.4382,4.155,0.0953,0.0487,113.67,85.5771,23.92,1.037,272.216,g
18.0601,14.4363,2.4281,0.6903,0.3825,4.5549,13.7742,-9.1656,9.44,112.538,g
95.8184,18.7996,2.6405,0.341,0.1751,-48.9436,-60.6794,15.585,6.415,244.669,g
23.3895,17.1735,2.5334,0.4305,0.2592,2.121,18.7541,-7.6769,12.6605,62.3795,g
28.5828,17.0516,2.6594,0.3527,0.2026,-15.6348,-16.2065,-3.6791,3.05,181.161,g
84.0375,35.1717,3.7263,0.1745,0.0921,7.8038,53.0591,10.1184,0.401,336.464,g
38.4109,29.424,3.4013,0.2239,0.1228,11.2064,26.2921,-13.1971,0.167,90.1031,g
17.5606,10.8413,2.3385,0.5826,0.3096,22.2881,9.9063,-3.7475,16.7345,158.607,g
37.0689,16.538,2.6498,0.3337,0.1736,-29.1614,-11.3445,11.4908,2.76,129.665,g
27.9879,12.7318,2.4579,0.4913,0.277,7.4178,-19.2604,-9.2377,6.261,188.477,g
36.9557,16.2352,2.9645,0.3429,0.2111,3.4052,18.9984,-6.5638,2.511,185.961,g
35.8791,20.5591,2.7716,0.3198,0.1616,-33.3079,7.2215,-15.632,10.257,127.459,g
41.7005,19.1167,2.7931,0.2222,0.1167,65.2111,30.5875,12.7169,22.7226,149.869,g
53.1406,19.0322,2.7868,0.2369,0.1234,85.8011,-47.4196,6.9362,2.7357,193.562,g
28.0998,18.5689,2.8663,0.3592,0.2143,19.4371,19.6038,-9.8189,2.906,121.75,g
36.4776,13.547,2.7328,0.3589,0.1933,-8.1838,-32.0062,7.7308,6.2452,231.05,g
61.4489,24.0428,3.2683,0.1822,0.0925,-101.756,37.3025,14.8199,7.3758,262.074,g
104.113,41.2098,4.1523,0.096,0.0545,-28.4823,83.5112,20.8342,1.828,311.279,g
20.928,12.0626,2.3064,0.5037,0.2741,-1.2498,7.948,-11.1146,18.549,154.758,g
90.5525,36.4024,3.9952,0.1171,0.0632,-38.4156,71.3796,-10.4312,4.077,294.691,g
115.325,57.1397,3.3983,0.1467,0.0937,-37.6078,-79.5937,53.4387,4.588,303.806,g
72.656,21.7885,3.1421,0.2091,0.1294,38.1011,78.3007,-10.2505,11.6577,140.962,g
65.8187,21.7078,3.2692,0.2185,0.1111,-77.72,45.9937,14.5994,3.2964,252.706,g
20.2318,15.8402,2.5752,0.4176,0.2274,-1.7113,10.165,-4.5919,78.633,161.134,g
32.1447,19.3534,2.635,0.343,0.1796,20.9922,12.7919,8.2013,62.3724,74.779,g
37.7811,15.0295,2.6522,0.3653,0.2327,16.7802,36.8285,-7.6542,11.192,262.707,g
100.185,33.4334,3.6305,0.125,0.0666,55.4799,93.13,17.5311,3.049,263.678,g
88.9364,33.7546,3.6536,0.1896,0.0973,-65.8017,62.9067,21.2552,2.693,319.899,g
23.3113,17.6725,2.4409,0.4312,0.2627,-9.3867,-18.9766,-15.0628,82.0579,168.579,g
22.4471,17.7029,2.4706,0.4061,0.2081,5.3348,9.5615,-12.5984,20.1636,184.781,g
43.2057,15.0189,2.8417,0.3297,0.2009,26.7122,35.045,-7.2156,4.438,193.438,g
28.5515,16.8605,2.5832,0.4021,0.2676,21.5225,19.4031,-8.3458,17.652,208.254,g
12.9223,11.2174,2.2292,0.7375,0.4336,-14.6013,7.5715,9.31,82.7517,126.239,g
22.4171,16.3697,2.6309,0.4585,0.2327,-11.8519,9.2871,10.6345,1.3357,184.921,g
13.0893,11.0311,2.1222,0.7623,0.4113,-14.7038,4.5016,-11.6194,9.8482,106.086,g
50.6671,15.2077,3.0643,0.2751,0.1505,-7.1702,-12.0942,-9.0896,0.054,208.903,g
64.0316,14.5597,2.8376,0.4157,0.2362,49.7586,63.0651,8.6793,4.13,207.657,g
31.8879,16.651,2.6091,0.31,0.1587,25.2696,17.5417,-16.307,31.3209,68.3407,g
20.8577,7.1651,2.0588,0.6987,0.3537,1.2862,-8.4705,-6.0613,41.2181,240.018,g
88.0329,24.5386,3.7146,0.1897,0.1137,-45.1803,70.259,7.9246,1.607,316.605,g
59.3429,20.1505,3.1977,0.3476,0.2204,-32.9171,50.9459,-16.8899,3.982,298.244,g
19.9142,12.9894,2.4385,0.4954,0.2532,14.5792,5.8693,3.4161,53.016,49.0425,g
49.9507,20.1441,3.2653,0.1873,0.0953,16.9113,17.9832,-5.7283,0.4481,226.752,g
68.5292,29.0767,3.519,0.1495,0.0752,24.3543,52.1517,15.9911,4.265,191.387,g
103.301,23.459,3.4281,0.1552,0.0841,106.973,95.1682,-10.4938,2.053,274.182,g
87.6315,22.9145,2.837,0.2911,0.1623,-77.1007,45.775,-19.912,2.4188,321.79,g
32.7716,22.3119,2.5775,0.2328,0.1204,5.8112,18.6852,19.8618,27.3093,95.8153,g
54.9239,22.2381,3.183,0.2218,0.1178,19.0434,53.3134,13.9454,4.34,235.294,g
78.4848,13.4146,2.4983,0.4444,0.2778,94.0254,-41.0307,8.0336,0.13,202.04,g
47.5067,23.3557,2.8979,0.2315,0.1183,18.3752,36.4954,16.2496,5.6571,257.551,g
25.3202,9.612,2.5569,0.6241,0.3925,0.4347,21.4067,-8.3583,5.08,216.813,g
21.4802,11.5451,2.3766,0.6008,0.313,10.7882,20.2038,8.9408,34.988,97.1281,g
19.4394,16.9197,2.273,0.4747,0.2747,12.5394,18.4987,12.4998,29.742,101.555,g
20.801,12.5919,2.3531,0.5188,0.3215,15.9369,15.2411,-3.5753,23.3742,70.8116,g
25.0814,17.2814,2.8176,0.4521,0.2686,0.6169,9.6426,-4.942,16.3615,130.519,g
19.2987,7.4549,2.0774,0.7364,0.4477,-0.7668,5.6973,-4.4063,2.182,129.426,g
74.4411,31.977,3.4806,0.1333,0.067,28.1516,54.6877,10.4169,5.3512,236.404,g
25.7412,16.0518,2.5416,0.4282,0.217,7.7326,22.7282,-8.1339,17.059,185.854,g
32.3656,9.7166,2.5211,0.5181,0.2726,-0.3136,25.3308,5.2685,43.291,143.377,g
24.8621,17.4983,2.6469,0.3811,0.1995,22.3126,25.0444,6.9124,30.876,127.088,g
21.3467,10.2704,2.2504,0.5955,0.3006,-6.894,17.941,10.7424,51.857,157.859,g
21.0144,7.1339,2.1287,0.6766,0.3457,-0.2184,4.76,-6.1752,80.0502,147.092,g
26.2364,13.2262,2.444,0.482,0.2752,17.7518,-5.925,9.7261,34.849,199.666,g
24.3015,11.4255,2.5391,0.5231,0.2702,-1.7621,-17.8319,8.0081,35.861,189.42,g
73.8427,25.4572,3.1664,0.244,0.1483,-47.1506,37.7488,-28.3885,9.4318,279.028,g
22.4037,12.8155,2.6767,0.4253,0.2284,-7.2648,-3.59,7.0587,34.361,78.5615,g
39.4806,18.9588,2.9687,0.2773,0.1392,-9.235,24.7853,10.3638,10.02,159.242,g
38.8126,32.0426,3.0986,0.2127,0.1167,45.2636,25.7333,-24.0759,34.586,130.508,g
34.7766,13.5516,2.5328,0.4809,0.3065,10.1165,32.6737,-10.5041,15.0744,161.569,g
58.3282,31.4805,3.4804,0.1647,0.0848,21.2353,47.8745,12.987,3.8333,229.249,g
21.5347,11.106,2.2175,0.5636,0.2939,-21.5407,-19.391,9.9859,21.636,113.479,g
109.535,37.033,3.4319,0.1561,0.0934,92.1223,93.7827,30.6496,6.105,171.334,g
27.2841,15.1319,2.567,0.3767,0.2344,14.1637,16.1624,-7.6536,11.6482,241.794,g
69.4337,23.0851,2.9602,0.3101,0.1693,-34.2454,25.8116,15.9571,9.5359,291.627,g
56.1006,20.8356,2.932,0.2339,0.1433,60.688,46.3455,14.4139,12.322,141.825,g
36.7657,14.3265,2.7875,0.3344,0.1688,7.6486,27.1529,-5.9178,1.892,114.97,g
17.9634,10.2982,2.2765,0.6561,0.3413,21.5137,11.0116,-6.436,37.525,153.134,g
17.4089,13.6074,2.5099,0.6028,0.4158,6.0152,-14.4532,8.8885,86.211,211.495,g
46.5667,25.5487,3.5403,0.194,0.1059,24.0793,41.5627,14.0566,13.249,153.452,g
26.0226,14.3748,2.5453,0.4644,0.3006,31.3982,17.1045,-12.0391,13.986,139.172,g
18.7287,10.3512,2.1271,0.5448,0.2873,24.6252,8.0026,-3.8149,46.959,225.653,g
21.9528,9.9429,2.179,0.5828,0.3013,5.3718,-17.2517,-10.6395,27.259,189.258,g
30.5904,16.5965,2.7063,0.3441,0.2016,5.9967,17.8634,10.7776,15.8836,195,g
31.3756,8.4294,2.4005,0.5606,0.3519,-14.0687,-12.2035,-8.4104,7.917,173.125,g
30.0087,12.8582,2.2405,0.5632,0.2845,23.0303,-11.7696,-5.721,6.388,264.17,g
29.4021,10.3135,2.4125,0.5687,0.3656,-23.418,-26.2285,7.5898,11.165,145.465,g
58.7928,18.8266,3.1844,0.1995,0.1043,-9.4101,-33.669,-13.9572,5.3936,200.618,g
21.8698,18.1692,2.4935,0.3628,0.1878,10.774,-9.1789,-13.1932,65.514,87.2234,g
46.347,23.8871,2.8751,0.2387,0.138,18.3389,42.1347,-20.3238,7.5772,200.038,g
37.4765,24.8276,2.9643,0.2877,0.1656,50.3178,20.5619,12.9669,8.441,180.572,g
17.4943,10.0757,2.4456,0.6631,0.4283,17.9742,13.4959,3.6117,38.527,121.591,g
35.7428,11.3646,2.5496,0.4062,0.2271,-50.1549,-12.0617,-2.3443,20.028,215.085,g
12.6725,11.7432,2.0273,0.7136,0.3615,-15.1873,5.0536,-11.4904,87.3142,226.386,g
12.4051,12.0785,2.0394,0.6758,0.3516,16.8461,-10.5871,0,7.605,226.686,g
40.2084,20.5476,2.7623,0.2921,0.1755,36.1072,23.0184,16.219,9.545,144.551,g
31.4511,22.2625,2.8943,0.338,0.1805,14.4846,18.2086,-17.4056,9.1233,242.491,g
48.962,21.8454,2.8736,0.2903,0.1559,25.0289,45.37,-10.8981,9.569,66.8445,g
27.8634,9.4193,2.5792,0.5296,0.278,5.7706,21.3019,-8.251,10.3051,229.915,g
29.4141,18.504,2.9199,0.368,0.2351,21.2967,17.2504,14.7789,2.642,188.463,g
33.1171,21.9778,2.6702,0.3056,0.187,5.5666,-23.8338,17.9228,17.3965,222.218,g
28.7312,9.3927,2.5769,0.4715,0.2556,-35.263,-19.6186,6.1274,6.8387,146.825,g
46.7488,9.5968,2.4983,0.4635,0.2746,22.5199,40.3481,-9.0636,0.4583,218.909,g
53.1682,24.1071,3.2047,0.1673,0.0927,42.9302,-25.0112,10.0679,13.4803,175.324,g
23.5902,18.6453,2.6702,0.3868,0.2105,-13.1999,-19.0022,-9.3453,46.8127,41.6219,g
19.7829,6.4294,2.2956,0.8304,0.5392,-16.7851,-17.0595,-5.0057,78.8637,130.985,g
21.6479,6.754,2.1477,0.7117,0.4235,-22.6083,-13.3675,6.4993,1.7721,159.755,g
99.4298,31.469,3.6788,0.1689,0.0885,3.2842,72.3269,-27.0359,0.041,343.063,g
80.8877,25.7457,3.2017,0.1596,0.082,-159.912,65.224,-12.7133,10.4609,229.057,g
32.9693,23.4377,3.0392,0.3161,0.1622,26.306,22.6908,-18.8982,12.5002,175.6,g
75.5072,25.994,3.4212,0.2457,0.1598,-48.7551,74.3902,15.5433,4.096,291.434,g
52.2552,26.5603,3.2909,0.1515,0.0827,-25.853,-30.3301,-5.9967,0.282,248.992,g
88.5408,29.5442,3.5244,0.1456,0.0782,54.9593,76.142,20.9048,2.2359,251.154,g
22.2045,11.463,2.4935,0.565,0.2969,13.5584,19.4675,-6.3232,0.3559,63.8236,g
41.4593,14.0764,2.5593,0.4717,0.2745,41.1222,36.7154,-5.4829,11.897,149.119,g
24.048,18.8222,2.8192,0.37,0.2039,-13.283,-7.1612,14.8856,10.666,168.979,g
66.473,26.7256,3.7367,0.1553,0.08,24.5698,55.1792,12.3933,0.467,250.614,g
49.9467,13.455,2.6217,0.4922,0.2855,25.3421,43.2372,10.6398,19.672,188.316,g
34.0626,12.306,2.4346,0.4559,0.2776,-10.6405,14.8716,5.8357,24.444,126.229,g
73.7609,26.38,3.3736,0.1468,0.0742,-9.4464,40.1285,-19.5048,1.574,245.454,g
37.5148,21.0421,2.8621,0.3187,0.1669,-67.4785,30.1293,12.3711,7.0452,263.02,g
96.2951,37.594,3.6512,0.2069,0.1231,-81.4469,45.7537,28.3626,2.399,340.27,g
36.7801,21.8545,3.1297,0.2248,0.1154,5.8438,-23.6652,-15.2382,7.243,198.622,g
33.2019,13.4598,2.9467,0.3663,0.1848,-20.1814,-18.4191,6.8355,5.201,138.779,g
38.1484,16.3098,2.7976,0.2805,0.141,0.3796,30.5728,-12.4215,7.399,186.826,g
23.8746,10.1047,2.4125,0.5609,0.381,5.5444,19.4584,-8.8501,45.6526,100.013,g
46.9218,21.5581,3.123,0.1943,0.0998,-41.9231,21.5116,7.0413,10.582,141.367,g
20.8375,12.4907,2.3043,0.5012,0.2903,17.1401,14.013,-5.746,57.3209,195.131,g
95.564,28.8504,3.6901,0.1525,0.0811,-62.8422,73.0055,16.486,3.2455,277.621,g
19.2454,12.1,2.5152,0.5679,0.3069,-4.5578,11.2168,-10.3992,15.623,156.531,g
54.5985,20.5114,2.7427,0.4286,0.2251,-25.3734,-28.8119,-15.5386,3.679,316.423,g
55.056,33.4244,3.0453,0.2685,0.1482,-17.2608,24.7763,27.476,7.286,340.011,g
60.9588,24.4774,3.2129,0.193,0.113,33.8532,45.9043,21.3148,3.7653,230.503,g
15.4509,11.8074,2.4757,0.6288,0.3595,4.1191,-5.2152,-6.9408,37.1275,161.666,g
60.2849,25.111,2.9967,0.261,0.1345,39.895,54.4551,18.4105,0.681,309.9,g
85.9685,46.078,4.1192,0.0875,0.0471,80.4417,77.7503,-37.1788,4.561,188.566,g
37.7416,12.8358,2.5804,0.3233,0.18,30.2583,19.824,8.698,10.813,198.746,g
93.0085,30.5026,3.751,0.1969,0.1181,-9.3996,54.6479,13.8179,0.868,331.793,g
29.5469,19.0651,2.6857,0.2701,0.1351,23.5407,-13.6024,11.5402,32.814,152.297,g
24.5684,20.9799,2.6031,0.3641,0.2232,-13.7276,-19.7249,14.07,13.1428,168.471,g
41.3514,24.002,3.066,0.2637,0.1482,12.261,37.6396,-10.0031,22.0152,95.863,g
31.8884,11.8492,2.3865,0.4353,0.2361,-19.0678,17.6906,-6.1399,19.907,180.798,g
104.346,36.1869,3.9498,0.1207,0.0639,-96.603,81.1209,22.5479,1.422,244.627,g
46.1925,12.4181,2.6238,0.3496,0.1748,48.5413,33.9312,-4.0739,10.7331,153.351,g
23.5348,15.0164,2.5198,0.4834,0.2674,6.6035,13.0289,5.5875,5.8248,163.178,g
70.5627,21.4666,2.9133,0.3968,0.2497,5.7695,-45.1791,-14.5363,5.8556,336.142,g
115.515,12.7772,2.6279,0.3062,0.159,-134.557,96.5512,-6.8273,6.817,227.681,g
12.8944,11.3551,2.0917,0.7368,0.4089,14.9833,-7.2857,-10.761,58.035,89.5326,g
37.6576,22.9717,3.1973,0.233,0.1235,-21.8899,16.7534,16.9726,0.4443,115.159,g
35.0589,18.0992,2.7672,0.3197,0.1718,22.436,23.1774,-12.4873,4.391,74.6131,g
21.0994,16.8854,2.4306,0.5121,0.2764,-12.0243,10.3481,-10.3024,20.0749,94.0073,g
77.9433,29.7856,3.5741,0.1797,0.0916,-86.0801,67.6426,-22.1034,5.9725,242.953,g
22.8438,13.2898,2.4005,0.4652,0.2366,-21.6476,-14.8561,-5.9265,61.7921,158.387,g
28.9665,11.8606,2.48,0.4007,0.2003,-0.6387,18.0788,-9.4519,46.063,119.58,g
33.4087,18.942,2.8004,0.3183,0.194,21.8688,22.7476,4.6303,9.4759,125.399,g
18.5143,15.655,2.3253,0.5248,0.3002,6.4237,-16.6093,-10.8866,86.0763,211.161,g
18.6799,10.4089,2.2148,0.5244,0.2774,25.0302,7.0749,2.6464,8.3449,104.086,g
23.2704,10.7133,2.4232,0.7057,0.417,-16.994,-19.7611,9.6537,12.99,163.589,g
46.9829,20.9474,2.7324,0.3278,0.1731,-3.1038,48.6343,-16.7352,30.186,117.287,g
69.0597,15.9685,2.8831,0.2003,0.1119,57.9894,46.4195,4.9476,13.1301,175.966,g
35.4359,29.2378,2.9757,0.2094,0.1158,12.5759,-16.4937,16.0692,15.8652,161.253,g
19.2496,14.3362,2.3608,0.5664,0.3377,-19.1401,-18.8208,-1.5301,7.7706,177.842,g
66.6214,15.7086,2.9717,0.3074,0.1585,-17.026,33.4005,10.3281,0.573,228.322,g
13.0194,11.1832,2.2565,0.7535,0.3961,14.9061,-4.7356,-11.6923,76.1181,185.248,g
48.9883,13.8838,2.8306,0.2511,0.1292,-44.3238,29.3484,-7.4223,8.287,153.18,g
32.8552,12.6207,2.699,0.426,0.285,9.0347,19.04,10.8581,5.647,140.199,g
23.2898,12.6184,2.6107,0.5662,0.3909,17.0016,17.9877,9.4745,11.726,122.28,g
61.8765,19.9646,3.0386,0.2113,0.1157,-70.1994,39.4893,-12.1058,1.5361,258.766,g
37.2594,18.1389,2.6902,0.4286,0.2786,3.5964,-35.6108,-7.801,15.1361,228.594,g
33.9614,15.6924,2.6785,0.3291,0.1876,0.3453,-20.5809,5.4396,2.818,194.574,g
13.1584,10.7054,2.2135,0.7768,0.4557,13.8929,2.6508,-11.0701,63,92.5548,g
58.8909,20.3842,2.9484,0.2376,0.1188,48.7265,51.1341,-10.6031,2.718,258.23,g
28.7571,22.8786,3.0147,0.2832,0.1542,-8.4752,8.9526,-17.8463,51.789,65.7509,g
35.2957,19.555,2.6069,0.3313,0.1817,3.5447,26.0538,-17.1246,63.8753,48.0393,g
82.9965,33.9101,3.8066,0.1464,0.0848,36.9254,75.8474,-12.7837,0.638,306.926,g
54.4607,17.2196,2.7631,0.2865,0.1786,46.4547,42.1248,10.4148,0.046,226.423,g
87.0597,34.0971,3.8268,0.1097,0.0586,62.2463,78.6473,19.7569,2.127,152.33,g
33.4604,9.3442,2.4232,0.3698,0.1868,50.9648,8.0618,4.3085,4.457,188.4,g
70.1836,30.1893,3.4552,0.1725,0.0934,57.9162,64.3395,-11.2424,2.4324,240.516,g
35.8288,28.7369,3.1713,0.213,0.1116,29.7142,14.305,8.4391,17.2831,179.097,g
29.6454,16.3944,2.74,0.384,0.2375,29.5121,24.4856,7.9872,25.0017,184.905,g
148.32,22.5856,2.854,0.2869,0.1547,-148.402,88.1925,-17.2577,27.1274,207.409,g
17.1236,10.541,2.4713,0.6757,0.397,3.5457,-7.5841,7.9365,40.222,147.285,g
84.6472,20.5843,3.3742,0.2125,0.1193,-75.7898,69.5781,21.6281,0.4746,285.562,g
12.9842,11.0986,2.07,0.7489,0.4383,-14.4071,6.6499,-10.176,64.903,182.963,g
61.6628,22.8819,2.9214,0.2109,0.1073,-31.4227,41.2793,6.7023,21.2299,189.062,g
32.5556,12.7421,2.527,0.3893,0.2244,18.6715,22.4613,3.236,1.1232,149.37,g
95.3993,28.8213,3.4232,0.2638,0.1481,21.5785,-64.2447,22.613,0.9064,351.8,g
22.3675,10.2396,2.1523,0.5704,0.3134,-23.2673,-18.5341,-10.8476,29.254,54.8694,g
26.408,14.6864,2.5231,0.5157,0.2804,6.5717,17.7505,-14.2265,12.393,213.651,g
18.7096,16.1954,2.4556,0.5534,0.352,17.2286,19.9471,-3.847,71.004,54.3992,g
26.9212,23.6803,2.846,0.2865,0.1504,36.2038,20.6749,10.8888,26.9893,144.937,g
12.997,11.2291,2.2109,0.7508,0.3908,14.9557,-4.606,11.7194,67.496,166.971,g
35.057,22.7916,2.8182,0.2705,0.1467,16.8649,29.6708,19.9999,46.912,179.904,g
92.2348,24.2443,2.8525,0.2458,0.1341,89.9966,80.2383,14.9143,6.12,238.277,g
37.5265,21.7254,3.0988,0.2087,0.1087,37.1436,8.3872,8.8451,7.3742,141.914,g
67.3382,29.0223,2.9012,0.2524,0.1387,-14.4213,48.1027,-27.8305,5.176,328.086,g
48.7285,20.2255,2.8357,0.3431,0.1861,33.8398,55.2506,-7.8846,49.3474,105.525,g
12.9024,11.2074,2.1222,0.7245,0.4415,-14.5058,7.9426,5.3656,59.898,70.8252,g
18.752,10.3507,2.2253,0.5298,0.2887,-24.589,-8.0999,-2.0675,34.485,159.232,g
43.614,17.4155,2.6853,0.2497,0.1249,-0.739,17.3396,-13.0111,8.783,181.299,g
77.2268,11.9623,2.3531,0.5233,0.2816,-85.1621,31.9013,-10.5387,13.7613,177.632,g
12.796,11.537,2.1569,0.7247,0.3937,-15.3095,7.8431,10.7133,76.5332,122.756,g
28.5756,12.4137,2.5916,0.4507,0.2446,18.6866,20.6222,-6.2372,15.48,212.354,g
75.7105,12.3756,2.637,0.2791,0.1465,-33.8058,-66.4578,6.7663,7.051,198.076,g
28.1079,11.0454,2.5072,0.5505,0.2939,35.4624,17.6704,-10.6457,14.948,165.688,g
27.8909,12.4487,2.2956,0.4354,0.2354,18.1908,17.7501,8.0896,18.316,219.12,g
32.5175,20.2779,2.7828,0.3479,0.2003,-3.0618,-21.3123,16.818,13.229,134.954,g
114.412,19.9061,2.6238,0.4257,0.2342,-136.028,84.6258,13.9735,4.901,205.843,g
66.4043,9.2183,2.6618,0.4139,0.2538,-53.5498,47.4812,-10.3092,1.257,308.174,g
30.6751,11.0685,2.5198,0.4018,0.21,-18.4881,19.7908,-8.7509,22.07,188.824,g
28.8127,25.7637,2.9117,0.2059,0.1109,-2.0806,-16.4207,7.5634,31.937,84.4585,g
19.2775,7.4611,2.0917,0.7287,0.4494,0.2475,-3.8873,4.3855,89.7033,21.7421,g
53.5918,19.0069,2.4594,0.4236,0.224,53.2895,42.2336,-13.5636,78.558,103.785,g
45.0704,9.8641,2.5982,0.3808,0.2081,-60.3121,-27.5463,-5.6833,7.7364,205.825,g
34.2309,13.5888,2.6785,0.4088,0.2107,-20.7312,-9.3222,6.336,8.344,143.81,g
16.8421,11.3458,2.238,0.5723,0.2919,-2.2898,7.4135,3.1122,23.812,111.254,g
18.7017,9.7132,2.3304,0.6402,0.4136,-19.5508,-13.869,-3.7129,0.8576,188.3,g
26.7748,9.4358,2.3064,0.4691,0.2691,12.6852,-14.101,-5.5031,24.6072,175.837,g
12.6943,11.6969,2.1688,0.7119,0.3831,15.6423,-8.6033,10.2893,12.415,164.357,g
31.3403,23.5451,2.9863,0.258,0.1336,-0.5112,19.198,12.6257,43.5443,111.728,g
51.2156,14.4635,2.8376,0.3198,0.1897,44.5729,41.9129,14.3092,12.3212,149.965,g
24.8794,13.5528,2.3334,0.5104,0.2947,-15.1258,-13.326,-11.75,8.407,116.321,g
82.9625,31.9681,3.6151,0.1271,0.0649,59.057,72.8936,15.0124,0.1512,178.554,g
67.1503,22.1081,3.5688,0.203,0.107,23.031,73.5524,-2.8329,2.0821,233.178,g
28.7443,12.5415,2.4771,0.4533,0.2483,-15.4538,-14.0753,6.6917,0.3681,92.0298,g
30.1559,18.1573,2.6937,0.4757,0.2925,11.4975,26.6561,9.4439,17.775,112.265,g
15.1513,12.1682,2.5092,0.6594,0.3483,-0.619,1.8562,-4.9772,75.415,201.122,g
39.8065,19.2463,3.0251,0.2671,0.1449,17.2942,-16.0502,6.5527,8.9132,215.227,g
24.1086,8.6111,2.485,0.6514,0.4959,5.2618,19.9198,-6.2099,59.461,134.969,g
25.076,12.7537,2.549,0.5057,0.2726,-25.7238,10.8683,-9.2794,4.506,154.744,g
18.3336,7.463,2.3086,0.7813,0.4988,-1.9915,6.0627,-2.3334,13.7506,133.609,g
33.5378,14.085,2.5539,0.3436,0.1802,-20.7309,-7.6258,9.9982,35.2593,103.75,g
74.9513,24.0033,3.3358,0.1809,0.1018,18.3338,36.5315,-7.4881,2.0296,244.76,g
95.0301,44.331,3.9174,0.1385,0.0703,-30.8037,46.9514,31.2559,1.676,343.872,g
30.3505,16.9792,2.6551,0.3673,0.2046,38.9004,25.4193,-14.8939,8.379,188.172,g
25.0389,17.0572,2.4646,0.5729,0.3585,18.5742,21.5977,13.4117,23.722,190.991,g
48.8028,14.6764,2.7384,0.2886,0.1525,32.6729,39.3987,5.7309,27.6226,243.873,g
37.7881,27.329,2.7101,0.2885,0.1706,-12.7274,-15.5314,18.5424,7.342,167.035,g
41.9723,21.3517,2.9863,0.2786,0.1481,11.3321,33.2394,14.302,0.094,198.526,g
27.1139,20.3809,2.7197,0.3108,0.1592,7.3527,19.4465,16.229,47.397,71.1109,g
66.1838,16.0713,2.549,0.4266,0.2387,-92.5322,41.734,12.0651,13.107,311.258,g
61.3827,15.4866,2.7067,0.2809,0.1621,70.8544,14.912,-8.8949,16.6337,142.937,g
18.257,9.5406,2.3385,0.6743,0.4839,-4.995,13.644,-9.4229,46.9799,143.742,g
20.8487,7.134,2.1414,0.7148,0.3646,24.0557,10.3611,6.0394,0.0546,179.879,g
13.0293,11.1086,2.081,0.7552,0.4191,14.6498,-5.6726,11.2705,58.1726,200.619,g
52.8342,31.0263,2.7818,0.4066,0.2653,36.8687,12.1768,20.1761,1.1826,377.361,g
23.9986,15.3437,2.3909,0.4024,0.2297,13.2447,10.2886,-12.3888,10.8561,200.957,g
41.5662,17.8179,2.9243,0.2976,0.153,-3.7194,-15.9486,8.8863,1.314,222.81,g
26.0372,9.3234,2.4691,0.5739,0.4194,4.8807,21.0046,-4.8025,19.042,202.127,g
31.3874,10.1213,2.6042,0.4726,0.255,-17.6592,10.7738,4.7319,53.3396,37.0972,g
65.667,32.7136,3.7666,0.1599,0.086,47.6365,62.0176,-11.0031,16.903,209.747,g
19.4019,12.8113,2.5838,0.5476,0.3194,-12.0816,-15.4461,-7.1279,12.6022,195.098,g
88.958,25.6917,3.3422,0.1546,0.0816,-137.729,72.1869,-19.0262,1.39,294.682,g
92.5638,28.5483,3.4125,0.193,0.1182,-19.2746,64.8572,-15.2962,2.868,310.103,g
28.1603,17.0121,2.433,0.417,0.2417,0.2165,-13.741,-13.1735,8.395,198.848,g
20.6343,7.0359,2.1833,0.7541,0.4098,21.9868,13.0967,-5.8091,79.2518,195.738,g
18.2936,12.9298,2.3918,0.5233,0.2819,-0.5436,7.4971,6.7502,43.5251,59.0353,g
19.7609,17.642,2.4886,0.4448,0.2744,15.7745,18.1561,11.3051,18.758,124.063,g
